"set"	"pval"	"fdr"	"set.annotated"	"set.size"	"category.annotated"	"total.annotated"	"category"	"hits"
"AmplificationPeak3"	0.53	1	4	553	138	19965	"HALLMARK_COAGULATION"	"CLU,TF,S100A13,S100A1"
"AmplificationPeak3"	0.55	1	3	553	104	19965	"HALLMARK_PEROXISOME"	"PEX11B,ABCB1,FDPS"
"AmplificationPeak3"	0.59	1	1	553	32	19965	"HALLMARK_NOTCH_SIGNALING"	"APH1A"
"AmplificationPeak3"	0.64	1	1	553	36	19965	"HALLMARK_HEDGEHOG_SIGNALING"	"CNTFR"
"AmplificationPeak3"	0.64	1	1	553	36	19965	"HALLMARK_ANGIOGENESIS"	"S100A4"
"AmplificationPeak3"	0.65	1	5	553	200	19965	"HALLMARK_OXIDATIVE_PHOSPHORYLATION"	"NDUFS2,SDHC,PDK4,ATP1B1,MGST3"
"AmplificationPeak3"	0.65	1	5	553	200	19965	"HALLMARK_GLYCOLYSIS"	"QSOX1,EFNA3,HS6ST2,SDHC,HAX1"
"AmplificationPeak3"	0.65	1	5	553	200	19965	"HALLMARK_P53_PATHWAY"	"S100A10,CYFIP2,IER5,TNNI1,S100A4"
"AmplificationPeak3"	0.69	1	1	553	42	19965	"HALLMARK_WNT_BETA_CATENIN_SIGNALING"	"NCSTN"
"AmplificationPeak3"	0.71	1	1	553	44	19965	"HALLMARK_APICAL_SURFACE"	"RTN4RL1"
"AmplificationPeak3"	0.75	1	2	553	96	19965	"HALLMARK_PROTEIN_SECRETION"	"ANP32E,SCAMP3"
"AmplificationPeak3"	0.81	1	4	553	200	19965	"HALLMARK_MTORC1_SIGNALING"	"UCHL5,PIK3R3,CACYBP,RIT1"
"AmplificationPeak3"	0.81	1	4	553	200	19965	"HALLMARK_MYC_TARGETS_V1"	"CCT3,MRPL9,HDGF,ILF2"
"AmplificationPeak3"	0.81	1	4	553	200	19965	"HALLMARK_XENOBIOTIC_METABOLISM"	"CDO1,PDK4,CD36,CYFIP2"
"AmplificationPeak3"	0.81	1	4	553	200	19965	"HALLMARK_ALLOGRAFT_REJECTION"	"CTSS,STAT4,APBB1,CD8B"
"AmplificationPeak3"	0.81	1	4	553	200	19965	"HALLMARK_KRAS_SIGNALING_DN"	"SPRR3,PTGFR,KCNN1,CNTFR"
"AmplificationPeak3"	0.82	1	2	553	112	19965	"HALLMARK_BILE_ACID_METABOLISM"	"ABCA3,ABCA8"
"AmplificationPeak3"	0.82	1	2	553	113	19965	"HALLMARK_UNFOLDED_PROTEIN_RESPONSE"	"SHC1,CKS1B"
"AmplificationPeak3"	0.89	1	2	553	135	19965	"HALLMARK_SPERMATOGENESIS"	"OAZ3,NEK2"
"AmplificationPeak3"	0.92	1	3	553	200	19965	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"PTGS2,IER5,EFNA1"
"AmplificationPeak3"	0.92	1	3	553	200	19965	"HALLMARK_E2F_TARGETS"	"UBE2T,CKS1B,ANP32E"
"AmplificationPeak3"	0.93	1	1	553	97	19965	"HALLMARK_INTERFERON_ALPHA_RESPONSE"	"ADAR"
"AmplificationPeak3"	0.99	1	1	553	150	19965	"HALLMARK_DNA_REPAIR"	"POLR3C"
"AmplificationPeak3"	1	1	1	553	200	19965	"HALLMARK_INFLAMMATORY_RESPONSE"	"TACR1"
"AmplificationPeak3"	1	1	0	553	54	19965	"HALLMARK_TGF_BETA_SIGNALING"	""
"AmplificationPeak3"	1	1	0	553	58	19965	"HALLMARK_MYC_TARGETS_V2"	""
"AmplificationPeak3"	1	1	0	553	40	19965	"HALLMARK_PANCREAS_BETA_CELLS"	""
