"alt"	"cis"	"trans"	"yind"	"zind"	"taudiff"	"tau0"	"tau1"	"tauratio"	"Z"	"S"	"pvalue"	"fdr"
"cn2"	"cis2"	"t.m.cis2.2"	1	6	0.131691419996686	0.86722417560288	0.735532755606194	0.151853953915822	0.709438815911658	0.185627593307616	0.239026103648251	0.717078310944753
"cn2"	"cis2"	"t.m.cis2.3"	1	7	0.957723767127238	0.949660861041896	-0.00806290608534227	1.00849030050211	5.29989273913637	0.180706254686072	5.79353662357979e-08	4.86657076380703e-07
"cn2"	"cis2"	"t.d.2"	1	8	0.0160368124929484	1.17755232142015	1.1615155089272	0.0136187685262322	0.058273023897912	0.275201309632449	0.47676557740078	0.83809518624664
"cn2"	"cis2"	"t.d.2.1"	1	9	0.110656895949296	1.22259803984592	1.11194114389662	0.0905096297743467	0.384729093115243	0.287622896031285	0.350219069024425	0.83809518624664
"cn2"	"cis2"	"t.m.cis2.1.2"	1	10	-0.0179087401293816	0.815244086644863	0.833152826774245	-0.0219673352101025	-0.0883317112228404	0.202744177390632	0.535193482228387	0.864543317445856
"cn2"	"cis2"	"t.d.2.2"	1	11	0.357063829996256	0.949595471169135	0.592531641172879	0.376016778551652	1.43919653921977	0.248099422327565	0.0750474228314299	0.285581759842627
"cn2"	"cis2"	"others_18"	1	12	-0.191087284491616	0.325418061253198	0.516505345744813	-0.587205528039012	-1.4170234989132	0.13485117546616	0.921761971392496	0.967850069962121
"cn2"	"cis2"	"others_30"	1	13	-0.126111792705025	0.23048310876193	0.356594901466955	-0.547162841487389	-1.11104172324705	0.113507701885811	0.86672480477666	0.962258726551578
"cn2"	"cis2"	"others_12"	1	14	0.0112824004351409	0.278906268051871	0.26762386761673	0.0404523014629509	0.0769820350442474	0.146558874790151	0.469318918254856	0.83809518624664
"cn2"	"cis2.1"	"t.m.cis2"	2	1	-0.154435812983325	1.06998776808131	1.22442358106464	-0.144334185483501	-0.910945595855278	0.16953351954935	0.818837980142978	0.962258726551578
"cn2"	"cis2.1"	"t.m.cis2.2.2"	2	2	-0.229074223913623	0.962957530241429	1.19203175415505	-0.237886113062733	-1.21009842837973	0.189302141496327	0.886879436915645	0.962258726551578
"cn2"	"cis2.1"	"t.m.cis2.2.1"	2	3	-0.338101237499908	1.01226711738328	1.35036835488319	-0.334003971574127	-1.6343447390019	0.206872656319981	0.948906757702792	0.972050824963836
"cn2"	"cis2.1"	"t.m.cis2.1"	2	4	1.08982182570819	1.08045651136895	-0.0093653143392389	1.00866792345707	5.66379033207552	0.192419168403224	7.40326557826217e-09	1.29540477586652e-07
"cn2"	"cis2.1"	"t.m.cis2.1.1"	2	5	1.04489717472886	0.962662062232717	-0.0822351124961452	1.0854246944202	6.42485253367762	0.162633643223988	6.59987077767419e-11	2.77194572662316e-09
"cn2"	"cis2.1"	"t.m.cis2.2"	2	6	-0.19025711746292	0.86722417560288	1.0574812930658	-0.219386316497296	-1.00429372448581	0.189443698416348	0.842381471205504	0.962258726551578
"cn2"	"cis2.1"	"t.m.cis2.3"	2	7	0.0303216426180626	0.949660861041896	0.919339218423833	0.0319289167975144	0.140532290822883	0.21576281465644	0.444119720622816	0.83809518624664
"cn2"	"cis2.1"	"t.d.2"	2	8	-0.131987122299276	1.17755232142015	1.30953944371943	-0.112085993886112	-0.469014924849603	0.281413480267391	0.68047051601	0.962258726551578
"cn2"	"cis2.1"	"t.d.2.1"	2	9	-0.133551887079626	1.22259803984592	1.35614992692554	-0.109236137084317	-0.453617317657025	0.294415318554049	0.674947856558898	0.962258726551578
"cn2"	"cis2.1"	"t.m.cis2.1.2"	2	10	0.797521084850648	0.815244086644863	0.0177230017942156	0.978260496353731	4.28063728488767	0.18630896097322	9.31794413004368e-06	4.89192066827293e-05
"cn2"	"cis2.1"	"t.d.2.2"	2	11	0.0607580897382749	0.949595471169135	0.88883738143086	0.0639831292197192	0.236121992566302	0.257316521336801	0.406669004385065	0.83809518624664
"cn2"	"cis2.1"	"others_18"	2	12	0.0262177467301545	0.325418061253198	0.299200314523043	0.0805663540283809	0.18750436689565	0.139824726027555	0.425632600061455	0.83809518624664
"cn2"	"cis2.1"	"others_30"	2	13	0.0839099367012919	0.23048310876193	0.146573172060638	0.364061111254638	0.718690817336686	0.116753873400309	0.236165721208848	0.717078310944753
"cn2"	"cis2.1"	"others_12"	2	14	-0.106223853882373	0.278906268051871	0.385130121934244	-0.380858611118117	-0.710100235854518	0.149589943107885	0.761179009961677	0.962258726551578
"cn2"	"cis2.2"	"t.m.cis2"	3	1	0.495001572097911	1.06998776808131	0.574986195983401	0.462623580254138	3.13726424691872	0.157781281122264	0.000852661781504612	0.00397908831368819
"cn2"	"cis2.2"	"t.m.cis2.2.2"	3	2	0.825814704819279	0.962957530241429	0.137142825422151	0.857581647045465	5.07617030791956	0.162684593842505	1.92559065710959e-07	1.34791345997671e-06
"cn2"	"cis2.2"	"t.m.cis2.2.1"	3	3	0.980362662518389	1.01226711738328	0.0319044548648917	0.968482177957766	5.62541937579069	0.174273702461622	9.2528912561894e-09	1.29540477586652e-07
"cn2"	"cis2.2"	"t.m.cis2.1"	3	4	-0.278172391408954	1.08045651136895	1.35862890277791	-0.257458202604107	-1.24526836045011	0.223383489249182	0.893483439125438	0.962258726551578
"cn2"	"cis2.2"	"t.m.cis2.1.1"	3	5	-0.244983530071153	0.962662062232717	1.20764559230387	-0.254485493593629	-1.24549982647668	0.196694953193349	0.893525960369323	0.962258726551578
"cn2"	"cis2.2"	"t.m.cis2.2"	3	6	0.864944205278931	0.86722417560288	0.00227997032394989	0.997370956220905	5.42117765716612	0.159549134888723	2.96038409079059e-08	3.10840329533012e-07
"cn2"	"cis2.2"	"t.m.cis2.3"	3	7	0.000602682546214095	0.949660861041896	0.949058178495682	0.000634629235486105	0.00284206335703857	0.212058096706926	0.498866182289667	0.83809518624664
"cn2"	"cis2.2"	"t.d.2"	3	8	0.0847622391812102	1.17755232142015	1.09279008223894	0.071981718042885	0.306244973380009	0.276779201453313	0.379709066223972	0.83809518624664
"cn2"	"cis2.2"	"t.d.2.1"	3	9	-0.548515486978422	1.22259803984592	1.77111352682434	-0.448647445114136	-1.9387071911615	0.282928484238922	0.973731498738218	0.973731498738218
"cn2"	"cis2.2"	"t.m.cis2.1.2"	3	10	-0.176970031223712	0.815244086644863	0.992214117868575	-0.217076129864409	-0.871592835811373	0.20304209024271	0.808284729800303	0.962258726551578
"cn2"	"cis2.2"	"t.d.2.2"	3	11	0.348383402853682	0.949595471169135	0.601212068315454	0.366875594325186	1.39442409214881	0.249840349729487	0.0815947885264647	0.285581759842627
"cn2"	"cis2.2"	"others_18"	3	12	-0.0785307885812055	0.325418061253198	0.403948849834403	-0.241322771940747	-0.572599865040163	0.13714775950165	0.716542174441209	0.962258726551578
"cn2"	"cis2.2"	"others_30"	3	13	-0.098420500595175	0.23048310876193	0.328903609357105	-0.427018279664195	-0.858966891591481	0.114580086332341	0.80482060873923	0.962258726551578
"cn2"	"cis2.2"	"others_12"	3	14	-0.0430236062179377	0.278906268051871	0.321929874269809	-0.154258298024109	-0.291864043480454	0.147409751831315	0.614804711891905	0.956362885165185
