"alt"	"cis"	"trans"	"yind"	"zind"	"taudiff"	"tau0"	"tau1"	"tauratio"	"Z"	"S"	"pvalue"	"fdr"
"cn1"	"cis1"	"t.d.1"	3	4	-0.255016346679922	1.04854332195681	1.30355966863673	-0.243210119543755	-0.863736497929409	0.295247853125646	0.806133670489203	0.853553298165038
"cn1"	"cis1"	"t.d.1.1"	3	5	-0.539048158981156	1.02596736047249	1.56501551945365	-0.525404783572166	-1.8556367550315	0.29049228385865	0.968247324467093	0.968247324467093
"cn1"	"cis1"	"t.d.1.2"	3	6	0.446167002787036	0.933880056410945	0.487713053623908	0.477756216897628	1.2837765891365	0.347542560413209	0.0996100685985678	0.232700704983657
"cn2"	"cis2"	"t.m.cis2"	1	1	0.820971794339618	1.1270504652674	0.306078670927778	0.728425052506269	4.9956172413926	0.164338409984101	2.93239402200939e-07	1.25674029514688e-06
"cn2"	"cis2"	"t.m.cis2.2"	1	2	0.176001844722121	0.972095156332019	0.796093311609899	0.181054131970191	1.03463118395772	0.17011070944998	0.150420592490896	0.395844451595752
"cn2"	"cis2"	"t.m.cis2.1"	1	3	0.163929380638695	0.935253745628403	0.771324364989708	0.175277972854896	0.971259255539136	0.16878025069393	0.165709596441587	0.395844451595752
"cn2"	"cis2"	"t.m.cis2.4"	1	4	1.2855678461953	1.12213365954799	-0.163434186647315	1.14564591771817	7.03250614544037	0.182803657701575	1.01428184281511e-12	3.04284552844534e-11
"cn2"	"cis2"	"t.m.cis2.3"	1	5	0.950741165063028	0.982532387980533	0.0317912229175053	0.967643587828338	5.11676004744157	0.185809214473211	1.55414319527359e-07	7.77071597636793e-07
"cn2"	"cis2"	"t.m.cis2.1.1"	1	6	0.165894739873786	0.893996068111892	0.728101328238106	0.185565402121011	0.862365799372206	0.192371659444931	0.194243127267398	0.416235272715854
"cn2"	"cis2"	"t.m.cis2.1.2"	1	7	0.0717927947773715	0.83637058728117	0.764577792503798	0.0858384977534323	0.347823653270388	0.206405729174381	0.363986312391208	0.586154061089551
"cn2"	"cis2"	"t.d.2.2"	1	8	-0.0454121983086693	1.07568302924192	1.12109522755059	-0.0422170816812766	-0.163011311020599	0.278583111959211	0.564745235555615	0.705931544444518
"cn2"	"cis2"	"t.d.2"	1	9	-0.276583118274111	1.08342007254807	1.36000319082218	-0.255287053731265	-0.921741987204435	0.30006566057923	0.821668413019896	0.900776084789605
"cn2"	"cis2"	"t.d.2.1"	1	10	-0.478281346205855	0.895220759076404	1.37350210528226	-0.534260785796898	-1.75740640421174	0.27215181705246	0.960575718745533	0.960575718745533
"cn2"	"cis2.1"	"t.m.cis2"	2	1	-0.0295727302464199	1.1270504652674	1.15662319551382	-0.0262390471037193	-0.15299051129624	0.193297806483942	0.560797120955424	0.705931544444518
"cn2"	"cis2.1"	"t.m.cis2.2"	2	2	-0.1704894011332	0.972095156332019	1.14258455746522	-0.175383448855463	-0.978181726952099	0.174292154960229	0.83600777380696	0.900776084789605
"cn2"	"cis2.1"	"t.m.cis2.1"	2	3	0.836528511616789	0.935253745628403	0.0987252340116141	0.894440161856524	5.77344134064808	0.144892528088436	3.88343265845891e-09	2.91257449384418e-08
"cn2"	"cis2.1"	"t.m.cis2.4"	2	4	0.256318395549763	1.12213365954799	0.865815263998225	0.228420557006562	1.07950543664594	0.237440578665498	0.140181235758762	0.395844451595752
"cn2"	"cis2.1"	"t.m.cis2.3"	2	5	0.0722006154431475	0.982532387980533	0.910331772537385	0.073484209097215	0.328595022627113	0.219725225494606	0.371230905356716	0.586154061089551
"cn2"	"cis2.1"	"t.m.cis2.1.1"	2	6	1.05451667196489	0.893996068111892	-0.160520603852996	1.17955403785166	6.73786118109291	0.156506143956181	8.03675096178066e-12	1.2055126442671e-10
"cn2"	"cis2.1"	"t.m.cis2.1.2"	2	7	0.984462401118504	0.83637058728117	-0.148091813837334	1.17706482758886	5.50775166282275	0.178741247134218	1.81722810906225e-08	1.09033686543735e-07
"cn2"	"cis2.1"	"t.d.2.2"	2	8	0.491678495678616	1.07568302924192	0.584004533563306	0.457084924008815	1.75801703747762	0.279677890030047	0.0393723052160896	0.147646144560336
"cn2"	"cis2.1"	"t.d.2"	2	9	-0.306150060221082	1.08342007254807	1.38957013276916	-0.282577430470763	-0.997439330882675	0.306936021813134	0.840724345803632	0.900776084789605
"cn2"	"cis2.1"	"t.d.2.1"	2	10	0.142002150127987	0.895220759076404	0.753218608948417	0.158622494717939	0.500564419887081	0.283684066398526	0.308338854101266	0.578135351439874
"cn2"	"cis2.2"	"t.m.cis2"	3	1	0.18277114315411	1.1270504652674	0.944279322113287	0.162167665767075	0.967840004484978	0.188844377487133	0.166562140603899	0.395844451595752
"cn2"	"cis2.2"	"t.m.cis2.2"	3	2	0.899582396313379	0.972095156332019	0.0725127600186403	0.925405697635352	6.48317325352241	0.138756494873035	4.49066307110828e-11	4.49066307110828e-10
"cn2"	"cis2.2"	"t.m.cis2.1"	3	3	0.0646758281365065	0.935253745628403	0.870577917491897	0.069153241501375	0.378859024594221	0.170712122288173	0.352396276749	0.586154061089551
"cn2"	"cis2.2"	"t.m.cis2.4"	3	4	0.221641767065384	1.12213365954799	0.900491892482605	0.197518152298064	0.948126239941171	0.233768202722811	0.171532595691493	0.395844451595752
"cn2"	"cis2.2"	"t.m.cis2.3"	3	5	0.166943004643366	0.982532387980533	0.815589383337167	0.169910943074859	0.775600479967	0.215243555097425	0.218992458451753	0.437984916903507
"cn2"	"cis2.2"	"t.m.cis2.1.1"	3	6	-0.178792131184453	0.893996068111892	1.07278819929635	-0.199992077775084	-0.924261508326341	0.193443229620382	0.822324910887691	0.900776084789605
"cn2"	"cis2.2"	"t.m.cis2.1.2"	3	7	-0.272414409153539	0.83637058728117	1.10878499643471	-0.32571017357161	-1.32527805171306	0.205552645198805	0.907460527059262	0.938752269371651
"cn2"	"cis2.2"	"t.d.2.2"	3	8	-0.0204012216383598	1.07568302924192	1.09608425088028	-0.0189658301597798	-0.0727622159941916	0.280382082370723	0.529002330753756	0.705931544444518
"cn2"	"cis2.2"	"t.d.2"	3	9	-0.0160605325963099	1.08342007254807	1.09948060514438	-0.0148239201056498	-0.0529010554012323	0.303595693403421	0.521094628256481	0.705931544444518
"cn2"	"cis2.2"	"t.d.2.1"	3	10	-0.0277249098433071	0.895220759076404	0.922945668919711	-0.0309699139147653	-0.0992942181715331	0.279219780908206	0.539547665518625	0.705931544444518
